X,Y,Z
-0.9183673469387755,-4.081632653061225,4.0
-1.0204081632653061,-3.979591836734694,4.0
-1.1224489795918369,-3.877551020408163,4.0
-1.2244897959183674,-3.7755102040816326,4.0
-1.3265306122448979,-3.673469387755102,4.0
-1.4285714285714286,-3.571428571428571,4.0
-1.5306122448979593,-3.4693877551020407,4.0
-1.6326530612244898,-3.36734693877551,4.0
-1.7346938775510203,-3.2653061224489797,4.0
-1.836734693877551,-3.163265306122449,4.0
-1.9387755102040818,-3.061224489795918,4.0
-2.0408163265306123,-2.9591836734693877,4.0
-2.142857142857143,-2.857142857142857,4.0
-2.2448979591836737,-2.7551020408163263,4.0
-2.3469387755102042,-2.6530612244897958,4.0
-2.4489795918367347,-2.5510204081632653,4.0
-2.5510204081632653,-2.4489795918367347,4.0
-2.6530612244897958,-2.3469387755102042,4.0
-2.7551020408163267,-2.2448979591836733,4.0
-2.857142857142857,-2.142857142857143,4.0
-2.9591836734693877,-2.0408163265306123,4.0
-3.0612244897959187,-1.9387755102040813,4.0
-3.163265306122449,-1.8367346938775508,4.0
-3.2653061224489797,-1.7346938775510203,4.0
-3.36734693877551,-1.6326530612244898,4.0
-3.4693877551020407,-1.5306122448979593,4.0
-3.5714285714285716,-1.4285714285714284,4.0
-3.673469387755102,-1.3265306122448979,4.0
-3.7755102040816326,-1.2244897959183674,4.0
-3.8775510204081636,-1.1224489795918364,4.0
-3.979591836734694,-1.020408163265306,4.0
-4.081632653061225,-0.9183673469387754,4.0
-4.183673469387755,-0.8163265306122449,4.0
-4.285714285714286,-0.7142857142857144,4.0
-4.387755102040816,-0.6122448979591839,4.0
-4.4897959183673475,-0.5102040816326525,4.0
-4.591836734693878,-0.408163265306122,4.0
-4.6938775510204085,-0.3061224489795915,4.0
-4.795918367346939,-0.204081632653061,4.0
-4.8979591836734695,-0.1020408163265305,4.0
-5.0,0.0,4.0
-5.0,0.0,4.0
-5.0,0.0,4.081632653061225
-5.0,0.0,4.163265306122449
-5.0,0.0,4.244897959183674
-5.0,0.0,4.326530612244898
-5.0,0.0,4.408163265306122
-5.0,0.0,4.489795918367347
-5.0,0.0,4.571428571428571
-5.0,0.0,4.653061224489796
-5.0,0.0,4.73469387755102
-5.0,0.0,4.816326530612245
-5.0,0.0,4.8979591836734695
-5.0,0.0,4.979591836734694
-5.0,0.0,5.061224489795919
-5.0,0.0,5.142857142857142
-5.0,0.0,5.224489795918367
-5.0,0.0,5.3061224489795915
-5.0,0.0,5.387755102040816
-5.0,0.0,5.469387755102041
-5.0,0.0,5.551020408163265
-5.0,0.0,5.63265306122449
-5.0,0.0,5.714285714285714
-5.0,0.0,5.795918367346939
-5.0,0.0,5.877551020408163
-5.0,0.0,5.959183673469388
-5.0,0.0,6.040816326530612
-5.0,0.0,6.122448979591836
-5.0,0.0,6.204081632653061
-5.0,0.0,6.285714285714286
-5.0,0.0,6.36734693877551
-5.0,0.0,6.448979591836734
-5.0,0.0,6.530612244897959
-5.0,0.0,6.612244897959183
-5.0,0.0,6.6938775510204085
-5.0,0.0,6.775510204081632
-5.0,0.0,6.857142857142857
-5.0,0.0,6.938775510204081
-5.0,0.0,7.020408163265306
-5.0,0.0,7.1020408163265305
-5.0,0.0,7.183673469387754
-5.0,0.0,7.26530612244898
-5.0,0.0,7.346938775510203
-5.0,0.0,7.428571428571429
-5.0,0.0,7.5102040816326525
-5.0,0.0,7.591836734693877
-5.0,0.0,7.673469387755102
-5.0,0.0,7.755102040816326
-5.0,0.0,7.836734693877551
-5.0,0.0,7.918367346938775
-5.0,0.0,8.0
